"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","PT_TRIALS_N","PT_TRIALS_PER_BLOCK","PT_BLOCKS","TEST_TRIALS_N","TEST_TRIALS_PER_BLOCK","TEST_BLOCKS","REWARD_PROBABILITIES","REWARD_PROBABILITIES_ITERATIONS","REWARD_TO_PREF_TRIALS_RATIO","STAGE_2_TRIAL_IMAGES_TIME","STAGE_2_TRIAL_TIME_LIMIT","STAGE_2_FEEDBACK_DURATION","STAGE_2_TOO_SLOW_FEEDBACK_DURATION","INITIAL_SCREEN_WIDTH","INITIAL_SCREEN_HEIGHT","FULLSCREEN_SCREEN_WIDTH","FULLSCREEN_SCREEN_HEIGHT","ACQUIRED_BONUS","view_history","rt","response","question_order","success","stimulus","slider_start","trial_name","block","trial","stage_1_trial_item_src","stage_1_trial_item_id","stage_1_trial_slider_rating","value","pt_trial","item_1_id","item_1_subjective_value","item_1_subjective_value_category","item_1_border_color","item_1_reward_prob","item_2_id","item_2_subjective_value","item_2_subjective_value_category","item_2_border_color","item_2_reward_prob","items_subjective_value_difference","selected_item","preference_response_consistent","acquired_points","cumulative_missed_prop_per_block","stage_3_trial_item_src","stage_3_trial_item_id","stage_3_trial_slider_rating","stage_3_img_rating_from_stage_1"
"pavlovia","0","2775","0.0-0.0","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","27828","0.0-1.0","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","[{""page_index"":0,""viewing_time"":25053}]","25054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","2","132251","0.0-3.0","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","[{""page_index"":0,""viewing_time"":76583},{""page_index"":1,""viewing_time"":6884},{""page_index"":2,""viewing_time"":6434},{""page_index"":3,""viewing_time"":4464},{""page_index"":4,""viewing_time"":10053}]","104418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","3","145879","0.0-4.0","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","13620","{""Q0"":""I agree"",""Q1"":""I agree"",""Q2"":""I agree"",""Q3"":""I agree"",""Q4"":""I agree""}","[0,1,2,3,4]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","4","158542","0.0-5.0","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","5","178857","0.0-6.0","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","[{""page_index"":0,""viewing_time"":12355},{""page_index"":1,""viewing_time"":4287},{""page_index"":2,""viewing_time"":3671}]","20313","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","6","185813","0.0-7.0-0.0-0.0","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","6945","18","","","img/food_items/0308.jpg","50","stage_1_trial","0","0","img/food_items/0308.jpg","0308","18","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","7","189208","0.0-7.0-0.0-0.1","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3388","0","","","img/food_items/0496.jpg","50","stage_1_trial","0","1","img/food_items/0496.jpg","0496","0","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","8","191846","0.0-7.0-0.0-0.2","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2630","64","","","img/food_items/0614.jpg","50","stage_1_trial","0","2","img/food_items/0614.jpg","0614","64","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","9","196865","0.0-7.0-0.0-0.3","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","5014","50","","","img/food_items/0041.jpg","50","stage_1_trial","0","3","img/food_items/0041.jpg","0041","50","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","10","200475","0.0-7.0-0.0-0.4","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3606","74","","","img/food_items/0028.jpg","50","stage_1_trial","0","4","img/food_items/0028.jpg","0028","74","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","11","203504","0.0-7.0-0.0-0.5","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3025","58","","","img/food_items/0080.jpg","50","stage_1_trial","0","5","img/food_items/0080.jpg","0080","58","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","12","206019","0.0-7.0-0.0-0.6","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2511","89","","","img/food_items/0365.jpg","50","stage_1_trial","0","6","img/food_items/0365.jpg","0365","89","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","13","208681","0.0-7.0-0.0-0.7","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2659","99","","","img/food_items/0380.jpg","50","stage_1_trial","0","7","img/food_items/0380.jpg","0380","99","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","14","212854","0.0-7.0-0.0-0.8","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","4168","62","","","img/food_items/0014.jpg","50","stage_1_trial","0","8","img/food_items/0014.jpg","0014","62","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","15","215299","0.0-7.0-0.0-0.9","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2441","94","","","img/food_items/0569.jpg","50","stage_1_trial","0","9","img/food_items/0569.jpg","0569","94","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","16","217615","0.0-7.0-0.0-0.10","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2312","34","","","img/food_items/0116.jpg","50","stage_1_trial","0","10","img/food_items/0116.jpg","0116","34","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","17","222264","0.0-7.0-0.0-0.11","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","4645","41","","","img/food_items/0277.jpg","50","stage_1_trial","0","11","img/food_items/0277.jpg","0277","41","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","18","224519","0.0-7.0-0.0-0.12","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2251","36","","","img/food_items/0504.jpg","50","stage_1_trial","0","12","img/food_items/0504.jpg","0504","36","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","19","227554","0.0-7.0-0.0-0.13","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3030","17","","","img/food_items/0189.jpg","50","stage_1_trial","0","13","img/food_items/0189.jpg","0189","17","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","20","229889","0.0-7.0-0.0-0.14","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2333","72","","","img/food_items/0199.jpg","50","stage_1_trial","0","14","img/food_items/0199.jpg","0199","72","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","21","232155","0.0-7.0-0.0-0.15","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2261","87","","","img/food_items/0468.jpg","50","stage_1_trial","0","15","img/food_items/0468.jpg","0468","87","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","22","234467","0.0-7.0-0.0-0.16","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2305","21","","","img/food_items/0287.jpg","50","stage_1_trial","0","16","img/food_items/0287.jpg","0287","21","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","23","236893","0.0-7.0-0.0-0.17","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2422","36","","","img/food_items/0286.jpg","50","stage_1_trial","0","17","img/food_items/0286.jpg","0286","36","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","24","239506","0.0-7.0-0.0-0.18","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2608","81","","","img/food_items/0249.jpg","50","stage_1_trial","0","18","img/food_items/0249.jpg","0249","81","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","25","242544","0.0-7.0-0.0-0.19","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3035","100","","","img/food_items/0755.jpg","50","stage_1_trial","0","19","img/food_items/0755.jpg","0755","100","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","26","246813","0.0-7.0-0.0-0.20","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","4263","7","","","img/food_items/0626.jpg","50","stage_1_trial","0","20","img/food_items/0626.jpg","0626","7","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","27","250030","0.0-7.0-0.0-0.21","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3212","73","","","img/food_items/0571.jpg","50","stage_1_trial","0","21","img/food_items/0571.jpg","0571","73","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","28","253182","0.0-7.0-0.0-0.22","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3147","56","","","img/food_items/0515.jpg","50","stage_1_trial","0","22","img/food_items/0515.jpg","0515","56","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","29","256222","0.0-7.0-0.0-0.23","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3037","100","","","img/food_items/0187.jpg","50","stage_1_trial","0","23","img/food_items/0187.jpg","0187","100","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","30","261715","0.0-7.0-0.0-0.24","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","5486","11","","","img/food_items/0319.jpg","50","stage_1_trial","0","24","img/food_items/0319.jpg","0319","11","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","31","264322","0.0-7.0-0.0-0.25","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2602","100","","","img/food_items/0400.jpg","50","stage_1_trial","0","25","img/food_items/0400.jpg","0400","100","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","32","268060","0.0-7.0-0.0-0.26","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3730","0","","","img/food_items/0820.jpg","50","stage_1_trial","0","26","img/food_items/0820.jpg","0820","0","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","33","272100","0.0-7.0-0.0-0.27","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","4036","49","","","img/food_items/0459.jpg","50","stage_1_trial","0","27","img/food_items/0459.jpg","0459","49","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","34","274192","0.0-7.0-0.0-0.28","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2087","100","","","img/food_items/0360.jpg","50","stage_1_trial","0","28","img/food_items/0360.jpg","0360","100","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","35","277523","0.0-7.0-0.0-0.29","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3326","75","","","img/food_items/0422.jpg","50","stage_1_trial","0","29","img/food_items/0422.jpg","0422","75","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","36","280103","0.0-7.0-0.0-0.30","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2575","79","","","img/food_items/0801.jpg","50","stage_1_trial","0","30","img/food_items/0801.jpg","0801","79","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","37","282895","0.0-7.0-0.0-0.31","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2787","100","","","img/food_items/0070.jpg","50","stage_1_trial","0","31","img/food_items/0070.jpg","0070","100","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","38","286678","0.0-7.0-0.0-0.32","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3779","100","","","img/food_items/0399.jpg","50","stage_1_trial","0","32","img/food_items/0399.jpg","0399","100","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","39","290742","0.0-7.0-0.0-0.33","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","4057","34","","","img/food_items/0162.jpg","50","stage_1_trial","0","33","img/food_items/0162.jpg","0162","34","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","40","293835","0.0-7.0-0.0-0.34","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3086","33","","","img/food_items/0313.jpg","50","stage_1_trial","0","34","img/food_items/0313.jpg","0313","33","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","41","296249","0.0-7.0-0.0-0.35","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2409","100","","","img/food_items/0467.jpg","50","stage_1_trial","0","35","img/food_items/0467.jpg","0467","100","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","42","298647","0.0-7.0-0.0-0.36","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2391","63","","","img/food_items/0507.jpg","50","stage_1_trial","0","36","img/food_items/0507.jpg","0507","63","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","43","302290","0.0-7.0-0.0-0.37","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3637","20","","","img/food_items/0310.jpg","50","stage_1_trial","0","37","img/food_items/0310.jpg","0310","20","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","44","307500","0.0-7.0-0.0-0.38","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","5205","88","","","img/food_items/0460.jpg","50","stage_1_trial","0","38","img/food_items/0460.jpg","0460","88","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","45","311584","0.0-7.0-0.0-0.39","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","4079","71","","","img/food_items/0421.jpg","50","stage_1_trial","0","39","img/food_items/0421.jpg","0421","71","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","46","311887","0.0-7.0-1.0-0.0","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","null","null","","","<div class=""fixation-cross"">+</div>","","fixation_cross","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","47","314051","0.0-7.0-1.0-1.0","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","[{""page_index"":0,""viewing_time"":2165}]","2165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","48","317196","0.0-7.0-2.0-0.0","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3137","60","","","img/food_items/0014.jpg","50","stage_1_trial","1","40","img/food_items/0014.jpg","0014","60","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","49","319669","0.0-7.0-2.0-0.1","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2468","100","","","img/food_items/0400.jpg","50","stage_1_trial","1","41","img/food_items/0400.jpg","0400","100","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","50","321799","0.0-7.0-2.0-0.2","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2123","100","","","img/food_items/0365.jpg","50","stage_1_trial","1","42","img/food_items/0365.jpg","0365","100","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","51","324635","0.0-7.0-2.0-0.3","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2831","80","","","img/food_items/0421.jpg","50","stage_1_trial","1","43","img/food_items/0421.jpg","0421","80","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","52","326526","0.0-7.0-2.0-0.4","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","1887","65","","","img/food_items/0614.jpg","50","stage_1_trial","1","44","img/food_items/0614.jpg","0614","65","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","53","328691","0.0-7.0-2.0-0.5","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2159","100","","","img/food_items/0755.jpg","50","stage_1_trial","1","45","img/food_items/0755.jpg","0755","100","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","54","332405","0.0-7.0-2.0-0.6","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3710","79","","","img/food_items/0028.jpg","50","stage_1_trial","1","46","img/food_items/0028.jpg","0028","79","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","55","334578","0.0-7.0-2.0-0.7","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2168","0","","","img/food_items/0820.jpg","50","stage_1_trial","1","47","img/food_items/0820.jpg","0820","0","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","56","337358","0.0-7.0-2.0-0.8","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2774","86","","","img/food_items/0460.jpg","50","stage_1_trial","1","48","img/food_items/0460.jpg","0460","86","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","57","340704","0.0-7.0-2.0-0.9","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","3339","13","","","img/food_items/0308.jpg","50","stage_1_trial","1","49","img/food_items/0308.jpg","0308","13","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","58","342731","0.0-7.0-2.0-0.10","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2022","100","","","img/food_items/0399.jpg","50","stage_1_trial","1","50","img/food_items/0399.jpg","0399","100","","","","","","","","","","","","","","","","","","","","",""
"image-slider-response","59","345323","0.0-7.0-2.0-0.11","5ac78faa68b65b00018d72a1","61efc64a8ec3b24bc537c194","620d125fa734c9a6ce0ca2c8","10","10","1","360","90","4","[[0.2,0.8],[0.4,0.6]]","2","0.5","1200","2000","1000","750","1920","968","1920","1080","0.64","","2588","71","","","img/food_items/0199.jpg","50","stage_1_trial","1","51","img/food_items/0199.jpg","0199","71","","","","","","","","","","","","","","","","","","","","",""
